track,condition,n_test_laps,mean_p90,median_p90,mean_median_err,mean_jump
track-002,cross_drone,6,7.062684195187205,6.616608396375033,1.6988339380067508,0.028515458998123827
track-002,same_drone,32,21.478858260700704,9.98532810689465,2.063290433596969,0.07800841743508571
track-003,cross_drone,9,24.78805004671568,27.209646630042705,2.2139168397498827,0.13248287202646647
track-003,same_drone,25,48.21915086678278,53.897575541929264,2.97373836140277,0.24035980430830897
track-004,same_drone,25,12.195709970977063,7.180665241059592,1.5816049676901347,0.05814182979673798
