track,test_session,test_drone,condition,test_lap_relative,lap_index_abs,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
track-004,MT_s005,MadTrainer,same_drone,2,2,2219,22.270829916000366,1.0176083724379055,3.5198520274262477,0.0
track-004,MT_s005,MadTrainer,same_drone,3,3,2245,22.552650928497314,1.3616833386987537,9.395657972597578,0.07483296213808463
track-004,MT_s005,MadTrainer,same_drone,4,4,2319,23.287094831466675,1.483268933140124,11.589019000773,0.09961190168175937
track-004,MT_s005,MadTrainer,same_drone,5,5,2344,23.546674013137817,1.2934079876665265,5.351883511576028,0.06527303754266212
track-004,MT_s005,MadTrainer,same_drone,6,6,2331,23.395131826400757,1.0427151680910782,3.6627639758178248,0.0
track-004,MT_s005,MadTrainer,same_drone,7,7,2313,23.25068998336792,1.061375799349591,4.744654571053822,0.030263726761781237
track-004,MT_s006,MadTrainer,same_drone,1,1,2238,22.474789142608643,1.561378390119053,5.353788961134579,0.06836461126005362
track-004,MT_s006,MadTrainer,same_drone,2,2,2353,23.6399929523468,1.2623801150510303,5.955728247476431,0.04334891627709307
track-004,MT_s006,MadTrainer,same_drone,3,3,2338,23.50402307510376,0.9892053895960231,4.339475800107158,0.0
track-004,MT_s006,MadTrainer,same_drone,4,4,2225,22.37160301208496,0.9360387666365995,4.126817619345519,0.0
track-004,MT_s006,MadTrainer,same_drone,5,5,2271,22.82292079925537,1.5303702493038998,9.822485506598198,0.06384852487890796
track-004,MT_s006,MadTrainer,same_drone,6,6,2307,23.175868034362793,0.9588572725634776,2.6365239223441055,0.0
track-004,MT_s006,MadTrainer,same_drone,7,7,2232,22.38798189163208,1.4536956051003944,6.440801780423867,0.017025089605734768
