ref_name,ref_variant,ref_pilot,flight_id,preset,sigma,seq,gate_id,s_gate_m,s_est_m,gate_err_m
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,17,8,68.15563189149117,67.59768792751245,0.5579439639787154
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,18,9,69.98641394961211,78.51213027739718,8.525716327785062
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,19,10,79.22801713368243,79.0677852646832,0.16023186899923303
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,20,11,88.27909242361487,80.22716628177935,8.051926141835523
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,21,0,1.065615023947291,82.95292199202122,10.763402184147722
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,24,1,7.116208876147144,6.473952048930252,0.642256827216892
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,25,2,25.127554492799387,31.799318369208937,6.67176387640955
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,26,3,21.16619674222841,36.75080787719944,15.58461113497103
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,27,4,38.31120354003133,43.011909855518915,4.7007063154875866
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,28,5,53.74570328227816,48.25591280866253,5.489790473615628
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,29,6,65.73289379286808,61.84252286974869,3.8903709231193915
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,30,7,67.95489262816392,65.38532036715189,2.569572261012027
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,31,8,68.15563189149117,67.75027183390414,0.405360057587032
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,32,9,69.98641394961211,70.88469328216917,0.8982793325570526
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,33,10,79.22801713368243,75.90757214744676,3.320444986235671
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,34,11,88.27909242361487,82.21775495293159,6.061337470683284
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,35,0,1.065615023947291,89.21514281707756,4.501181359091376
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,38,1,7.116208876147144,7.676539269654409,0.5603303935072654
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,39,2,25.127554492799387,30.567104094508103,5.439549601708716
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,40,3,21.16619674222841,36.65349413057491,15.487297388346501
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,41,4,38.31120354003133,42.15305701634877,3.8418534763174392
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,2.0,42,5,53.74570328227816,49.18427770260611,4.561425579672047
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,11,2,25.127554492799387,32.996351156129144,7.868796663329757
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,12,3,21.16619674222841,38.625612483444286,17.459415741215874
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,13,4,38.31120354003133,40.29458461188201,1.9833810718506797
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,14,5,53.74570328227816,46.44100723565747,7.304696046620684
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,15,6,65.73289379286808,59.87002175850401,5.862872034364074
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,16,7,67.95489262816392,67.52165513997714,0.43323748818677643
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,17,8,68.15563189149117,66.90449753055739,1.2511343609337757
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,18,9,69.98641394961211,72.29913722742685,2.31272327781474
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,19,10,79.22801713368243,89.1583488287835,9.930331695101074
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,20,11,88.27909242361487,82.05092589153905,6.228166532075818
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,21,0,1.065615023947291,83.42527797588671,10.291046200282224
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,24,1,7.116208876147144,89.87043070206732,9.896487326301468
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,25,2,25.127554492799387,33.951283245172405,8.823728752373018
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,26,3,21.16619674222841,38.63583269764318,17.46963595541477
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,27,4,38.31120354003133,39.98247739334176,1.6712738533104314
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,28,5,53.74570328227816,47.1910654478087,6.55463783446946
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,29,6,65.73289379286808,59.557725024167716,6.175168768700367
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,30,7,67.95489262816392,63.39423434555134,4.560658282612579
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,31,8,68.15563189149117,67.1985828224033,0.9570490690878728
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,32,9,69.98641394961211,71.57043813334849,1.5840241837363749
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,33,10,79.22801713368243,76.52101673251356,2.7070004011688695
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,34,11,88.27909242361487,81.54003328574105,6.739059137873824
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,35,0,1.065615023947291,86.2832625890173,7.4330615871516414
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,38,1,7.116208876147144,2.804489928141404,4.31171894800574
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,39,2,25.127554492799387,31.76427013621356,6.636715643414174
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,40,3,21.16619674222841,37.264147899233194,16.097951157004783
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,41,4,38.31120354003133,38.58862615977207,0.2774226197407401
RedRC_2,real,RedSeep,RedSeep-S007,no_thr,4.0,42,5,53.74570328227816,47.24626909434668,6.499434187931477
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,11,2,25.127554492799387,37.09887119725061,11.971316704451223
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,12,3,21.16619674222841,37.924589571615755,16.758392829387343
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,13,4,38.31120354003133,41.87796094506325,3.5667574050319217
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,14,5,53.74570328227816,48.672379913053014,5.073323369225143
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,15,6,65.73289379286808,61.56072035111165,4.172173441756435
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,16,7,67.95489262816392,67.00935334327023,0.9455392848936839
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,17,8,68.15563189149117,67.7170268110589,0.43860508043226787
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,18,9,69.98641394961211,73.72536296401402,3.7389490144019106
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,19,10,79.22801713368243,90.22560356943832,10.997586435755892
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,20,11,88.27909242361487,80.03936908494826,8.239723338666607
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,21,0,1.065615023947291,83.21882307661025,10.49750109955869
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,24,1,7.116208876147144,3.55486039935595,3.5613484767911934
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,25,2,25.127554492799387,32.42434128593571,7.296786793136324
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,26,3,21.16619674222841,36.71115438705319,15.54495764482478
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,27,4,38.31120354003133,41.66023696487153,3.3490334248402007
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,28,5,53.74570328227816,48.70482071661226,5.040882565665896
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,29,6,65.73289379286808,61.73205248249381,4.00084131037427
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,30,7,67.95489262816392,65.24078218160453,2.7141104465593884
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,31,8,68.15563189149117,67.83720927956566,0.3184226119255129
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,32,9,69.98641394961211,70.93845267713192,0.9520387275198061
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,33,10,79.22801713368243,75.74444780120993,3.4835693324724986
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,34,11,88.27909242361487,81.3445965938124,6.934495829802472
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,35,0,1.065615023947291,86.97576704461102,6.740557131557921
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,38,1,7.116208876147144,6.99563769849502,0.12057117765212322
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,39,2,25.127554492799387,30.911509613225892,5.783955120426505
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,40,3,21.16619674222841,36.30247622833556,15.136279486107146
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,41,4,38.31120354003133,41.34455967654451,3.0333561365131843
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,2.0,42,5,53.74570328227816,49.26059344023507,4.485109842043087
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,11,2,25.127554492799387,33.83519619594108,8.707641703141693
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,12,3,21.16619674222841,38.05921584478793,16.893019102559517
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,13,4,38.31120354003133,40.813109279227845,2.5019057391965163
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,14,5,53.74570328227816,46.64934266947129,7.096360612806869
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,15,6,65.73289379286808,58.743823808107756,6.989069984760327
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,16,7,67.95489262816392,67.04337745769158,0.9115151704723417
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,17,8,68.15563189149117,67.25747599244335,0.898155899047822
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,18,9,69.98641394961211,72.46871648665991,2.4823025370478007
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,19,10,79.22801713368243,88.50530430151356,9.277287167831133
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,20,11,88.27909242361487,85.90842940375816,2.370663019856707
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,21,0,1.065615023947291,85.73202677339852,7.984297402770423
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,24,1,7.116208876147144,91.55760815246299,8.209309875905802
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,25,2,25.127554492799387,32.2002563132091,7.072701820409716
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,26,3,21.16619674222841,38.33375651792732,17.16755977569891
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,27,4,38.31120354003133,40.363609717374075,2.052406177342746
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,28,5,53.74570328227816,46.68613200466802,7.059571277610139
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,29,6,65.73289379286808,59.295318713995826,6.437575078872257
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,30,7,67.95489262816392,64.30401700659647,3.650875621567451
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,31,8,68.15563189149117,65.38739103590372,2.7682408555874503
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,32,9,69.98641394961211,71.21564662121219,1.229232671600073
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,33,10,79.22801713368243,77.66533703171874,1.562680101963693
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,34,11,88.27909242361487,82.35945968484606,5.9196327387688115
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,35,0,1.065615023947291,86.41236234766075,7.303961828508193
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,38,1,7.116208876147144,0.28362419780517073,6.832584678341973
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,39,2,25.127554492799387,30.843979253218595,5.716424760419208
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,40,3,21.16619674222841,37.13123271373021,15.965035971501802
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,41,4,38.31120354003133,39.93921102094854,1.628007480917212
RedRC_2,real,RedSeep,RedSeep-S007,angular_scaled,4.0,42,5,53.74570328227816,47.10000118532292,6.64570209695524
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,15,2,25.127554492799387,36.807366975652634,11.679812482853247
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,16,3,21.16619674222841,38.07845015020691,16.9122534079785
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,17,4,38.31120354003133,41.95145173898247,3.6402481989511415
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,18,5,53.74570328227816,49.16269083821461,4.583012444063549
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,19,6,65.73289379286808,61.257786117022604,4.475107675845479
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,20,7,67.95489262816392,64.00825099044089,3.946641637723033
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,21,8,68.15563189149117,67.88598751481517,0.2696443766759984
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,22,9,69.98641394961211,71.87469164457586,1.8882776949637474
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,23,10,79.22801713368243,74.68810060120114,4.539916532481286
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,24,11,88.27909242361487,83.46089704662342,4.818195376991454
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,25,0,1.065615023947291,91.05699170971631,2.659332466452625
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,28,1,7.116208876147144,8.38848347023026,1.2722745940831173
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,29,2,25.127554492799387,29.566309748705333,4.438755255905946
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,30,3,21.16619674222841,34.88076833414722,13.714571591918808
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,31,4,38.31120354003133,42.11361363704152,3.8024100970101884
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,32,5,53.74570328227816,85.54687698331935,31.801173701041193
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,33,6,65.73289379286808,83.62371128606937,17.890817493201283
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,34,7,67.95489262816392,19.016668153287902,43.712484677345635
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,35,8,68.15563189149117,33.86232261362166,34.29330927786951
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,36,9,69.98641394961211,71.42248604109469,1.436072091482572
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,37,10,79.22801713368243,73.73938808502861,5.48862904865382
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,38,11,88.27909242361487,83.27811598229778,5.000976441317093
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,39,0,1.065615023947291,88.85198697317584,4.864337202993099
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,42,1,7.116208876147144,5.520663458773958,1.5955454173731853
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,43,2,25.127554492799387,31.34004773389931,6.212493241099924
RedRC_2,real,RedSeep,RedSeep-S008,baseline,2.0,44,3,21.16619674222841,33.41596490073601,12.249768158507596
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,15,2,25.127554492799387,35.95578335456755,10.828228861768164
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,16,3,21.16619674222841,37.80771397878356,16.64151723655515
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,17,4,38.31120354003133,40.827474657479584,2.5162711174482553
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,18,5,53.74570328227816,47.873335155751285,5.872368126526872
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,19,6,65.73289379286808,59.42624417882261,6.306649614045476
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,20,7,67.95489262816392,67.06781002267732,0.8870826054865972
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,21,8,68.15563189149117,67.5171307699758,0.6385011215153753
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,22,9,69.98641394961211,73.0132384894596,3.026824539847482
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,23,10,79.22801713368243,77.8378948796956,1.3901222539868314
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,24,11,88.27909242361487,82.54031983909746,5.738772584517406
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,25,0,1.065615023947291,88.0325983249026,5.683725851266345
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,28,1,7.116208876147144,2.4601482197155624,4.656060656431581
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,29,2,25.127554492799387,30.578780970668298,5.451226477868911
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,30,3,21.16619674222841,35.417381318528136,14.251184576299725
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,31,4,38.31120354003133,39.36137778058662,1.0501742405552932
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,32,5,53.74570328227816,49.49506766667826,4.250635615599897
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,33,6,65.73289379286808,59.549139006617764,6.183754786250319
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,34,7,67.95489262816392,68.23395940065392,0.27906677248999756
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,35,8,68.15563189149117,65.79408504434389,2.361546847147281
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,36,9,69.98641394961211,71.40261903193458,1.4162050823224632
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,37,10,79.22801713368243,75.64644549031995,3.58157164336248
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,38,11,88.27909242361487,82.26842965035617,6.0106627732587015
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,39,0,1.065615023947291,87.5359435973504,6.180380578818543
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,42,1,7.116208876147144,2.091100440993339,5.025108435153804
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,43,2,25.127554492799387,32.63095295386417,7.50339846106478
RedRC_2,real,RedSeep,RedSeep-S008,baseline,4.0,44,3,21.16619674222841,36.31231598897649,15.146119246748082
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,15,2,25.127554492799387,37.086553828011425,11.958999335212038
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,16,3,21.16619674222841,37.92817749653633,16.761980754307917
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,17,4,38.31120354003133,42.46478777898161,4.15358423895028
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,18,5,53.74570328227816,49.15605824147626,4.589645040801898
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,19,6,65.73289379286808,60.81297405373377,4.919919739134315
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,20,7,67.95489262816392,57.989889610300445,9.965003017863474
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,21,8,68.15563189149117,67.83743052080771,0.3182013706834539
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,22,9,69.98641394961211,77.61947936718312,7.633065417571004
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,23,10,79.22801713368243,75.08966059163008,4.13835654205235
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,24,11,88.27909242361487,82.20867473049515,6.0704176931197225
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,25,0,1.065615023947291,89.7082502774494,4.008073898719545
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,28,1,7.116208876147144,7.854449076700413,0.7382402005532693
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,29,2,25.127554492799387,29.57046718817693,4.442912695377544
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,30,3,21.16619674222841,34.54623020246668,13.38003346023827
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,31,4,38.31120354003133,40.169609392248425,1.8584058522170963
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,32,5,53.74570328227816,51.51715863623966,2.2285446460385003
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,33,6,65.73289379286808,61.32322231782211,4.409671475045975
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,34,7,67.95489262816392,66.05593730577458,1.898955322389341
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,35,8,68.15563189149117,67.99392036658246,0.16171152490871066
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,36,9,69.98641394961211,71.67011186298636,1.683697913374246
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,37,10,79.22801713368243,74.6787846638545,4.549232469827928
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,38,11,88.27909242361487,79.91773900808069,8.361353415534182
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,39,0,1.065615023947291,84.62432495061196,9.091999225556975
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,42,1,7.116208876147144,4.71144197179807,2.4047669043490734
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,43,2,25.127554492799387,30.353055210181857,5.22550071738247
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,2.0,44,3,21.16619674222841,32.807683231987596,11.641486489759185
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,15,2,25.127554492799387,34.257636522637995,9.130082029838608
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,16,3,21.16619674222841,37.62220775481675,16.456011012588338
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,17,4,38.31120354003133,40.165478194928234,1.854274654896905
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,18,5,53.74570328227816,48.16857243371966,5.577130848558497
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,19,6,65.73289379286808,59.87482501820772,5.85806877466036
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,20,7,67.95489262816392,66.87376149141345,1.0811311367504715
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,21,8,68.15563189149117,67.51242181889332,0.6432100725978529
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,22,9,69.98641394961211,71.73101866114985,1.7446047115377326
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,23,10,79.22801713368243,76.57176118353816,2.6562559501442706
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,24,11,88.27909242361487,81.90200378293183,6.377088640683041
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,25,0,1.065615023947291,86.43285643659443,7.283467739574505
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,28,1,7.116208876147144,0.9311425444579151,6.185066331689228
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,29,2,25.127554492799387,30.829002923470554,5.701448430671167
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,30,3,21.16619674222841,35.12988694661259,13.963690204384175
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,31,4,38.31120354003133,38.52098605491299,0.20978251488165967
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,32,5,53.74570328227816,49.617253145158266,4.128450137119891
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,33,6,65.73289379286808,58.047500651385484,7.685393141482599
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,34,7,67.95489262816392,65.01815408148366,2.9367385466802602
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,35,8,68.15563189149117,66.66835474407287,1.4872771474182969
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,36,9,69.98641394961211,71.77674578309163,1.790331833479513
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,37,10,79.22801713368243,76.74990013347943,2.4781170002029995
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,38,11,88.27909242361487,81.57470461872259,6.704387804892278
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,39,0,1.065615023947291,84.57025915388172,9.146065022287218
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,42,1,7.116208876147144,91.20846206837426,8.558455959994532
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,43,2,25.127554492799387,31.58943739195086,6.4618828991514725
RedRC_2,real,RedSeep,RedSeep-S008,no_thr,4.0,44,3,21.16619674222841,36.23327206057134,15.067075318342926
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,15,2,25.127554492799387,33.407367390059896,8.27981289726051
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,16,3,21.16619674222841,34.96740550742481,13.801208765196396
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,17,4,38.31120354003133,39.65750647972735,1.3463029396960238
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,18,5,53.74570328227816,49.4213771509125,4.324326131365659
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,19,6,65.73289379286808,60.59102734423459,5.141866448633493
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,20,7,67.95489262816392,64.72576457150372,3.229128056660201
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,21,8,68.15563189149117,67.8894835911101,0.26614830038106163
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,22,9,69.98641394961211,73.4352423204916,3.4488283708794825
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,23,10,79.22801713368243,75.97057925337593,3.2574378803064974
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,24,11,88.27909242361487,81.99022903339156,6.288863390223312
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,25,0,1.065615023947291,87.542965344938,6.173358831230942
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,28,1,7.116208876147144,5.844069697047007,1.2721391791001366
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,29,2,25.127554492799387,30.60630371569898,5.478749222899594
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,30,3,21.16619674222841,34.69233314963185,13.526136407403438
RedRC_2,real,RedSeep,RedSeep-S008,angular_scaled,2.0,31,4,38.31120354003133,39.831678218447784,1.5204746784164556
