pilot_cond,preset,p90_err_m,median_err_m,jump_rate,n
cross_pilot,angular_scaled,66.4355441483251,5.588979581203401,0.2750823838898968,18
cross_pilot,baseline,104.95253316793803,23.12590660255382,0.5214365148386575,18
cross_pilot,no_thr,97.49229202826814,9.316540760893435,0.3791911127550669,18
same_pilot,angular_scaled,12.372910638096222,2.158603182656718,0.0511169564257726,9
same_pilot,baseline,11.666042068750203,1.8352688213683075,0.0611586973699712,9
same_pilot,no_thr,11.971112133349735,2.0663587523908067,0.05107370297860483,9
