ref_source,ref_drone,flight_id,test_drone,drone_cond,lap_selection,n_laps,smooth_w,test_lap,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,1,5,2477,24.85981011390686,1.8363928311979336,6.546680441877119,0.004037141703673799
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,3,3,2509,25.217001914978027,1.626118640832786,8.282901650770732,0.03029095257074532
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,3,4,2597,26.059934854507446,1.3477385222331861,4.678946331946823,0.015017327685791297
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,3,5,2477,24.85981011390686,1.815070711610744,6.442643933675549,0.012111425111021397
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,5,3,2509,25.217001914978027,1.7680312681832646,7.473704706005791,0.0
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,5,4,2597,26.059934854507446,1.3788196824450267,5.2915711630930105,0.016942626107046593
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,5,5,2477,24.85981011390686,1.8616984702440647,6.95782632343276,0.0
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,9,3,2509,25.217001914978027,1.6594909428788753,7.803091573502606,0.00438421681944998
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,9,4,2597,26.059934854507446,1.5259076998573278,5.533075441712993,0.010011551790527531
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,9,5,2477,24.85981011390686,1.9182742965915835,6.632158711834161,0.0
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,15,3,2509,25.217001914978027,1.9596628536114054,8.614490939608013,0.013949780789159028
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,15,4,2597,26.059934854507446,1.812156676988451,7.813743988574107,0.03850596842510589
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,3,15,5,2477,24.85981011390686,1.9682768791051615,7.273582438588097,0.0036334275333064193
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,1,3,2509,25.217001914978027,1.7200063466384847,7.276514484743388,0.026703866082104424
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,1,4,2597,26.059934854507446,1.28960480288589,4.847622396189252,0.011551790527531768
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,1,5,2477,24.85981011390686,1.5753112935644822,6.009589437044043,0.0
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,3,3,2509,25.217001914978027,1.7574909143401953,7.212620280287576,0.013949780789159028
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,3,4,2597,26.059934854507446,1.4063527392170272,5.056468651055491,0.011551790527531768
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,3,5,2477,24.85981011390686,1.7726301379419453,6.210768542468615,0.0
MT_ref,MadTrainer,2,MadTrainer,same_drone,fastest,5,5,3,2509,25.217001914978027,1.518529627913324,7.925264220046034,0.037465125548027105
