ref_name,ref_drone,ref_rate,flight_id,test_drone,test_rate,drone_cond,rate_cond,condition,preset,lap_index,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
LiftOff200_Grom_1,LiftOff_200,Gromozeka_rate,4,LiftOff_200,RedSheep_rate,same_drone,cross_rate,same_drone_cross_rate,no_thr,4,2314,23.20598602294922,2.3447854292711128,35.497909825123415,0.2139152981849611
LiftOff200_Grom_1,LiftOff_200,Gromozeka_rate,4,LiftOff_200,RedSheep_rate,same_drone,cross_rate,same_drone_cross_rate,no_thr,5,2252,22.615839958190918,1.7702324049275973,8.181714050994959,0.06927175843694494
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,baseline,2,2466,24.773011922836304,5.785546204956487,143.89438100070683,0.28872668288726683
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,baseline,3,2524,25.354163885116577,4.312799790860481,106.24381765236268,0.2115689381933439
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,baseline,4,2443,24.53096318244934,9.007246833613209,60.3279081971398,0.4130167826442898
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,angular_scaled,2,2466,24.773011922836304,1.7989689462669034,8.335585890580704,0.014598540145985401
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,angular_scaled,3,2524,25.354163885116577,1.8783037697589293,6.815850811576932,0.000792393026941363
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,angular_scaled,4,2443,24.53096318244934,2.321792968586962,13.990406415878052,0.0855505525992632
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,no_thr,2,2466,24.773011922836304,1.6159971528684451,8.368990012092036,0.01824817518248175
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,no_thr,3,2524,25.354163885116577,1.8496988652437523,7.31174879563468,0.02694136291600634
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,1,MadTrainer,Gromozeka_rate,cross_drone,cross_rate,cross_drone_cross_rate,no_thr,4,2443,24.53096318244934,3.2832913743202425,79.32719278792045,0.23618501841997544
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,baseline,3,2509,25.217001914978027,2.334454130702511,10.0997882035794,0.06058190514149064
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,baseline,4,2597,26.059934854507446,2.852985856973902,14.467608503060516,0.09819021948402003
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,baseline,5,2477,24.85981011390686,5.161207677126555,28.291043062649656,0.1505853855470327
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,angular_scaled,3,2509,25.217001914978027,1.5983434920283912,7.027859952466273,0.0
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,angular_scaled,4,2597,26.059934854507446,1.7168518428704402,7.768635432550965,0.018867924528301886
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,angular_scaled,5,2477,24.85981011390686,2.080271736597709,11.503449549929833,0.05329027048849415
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,no_thr,3,2509,25.217001914978027,1.346978925816245,6.6940108491873245,0.0
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,no_thr,4,2597,26.059934854507446,1.4212213708858172,7.656282515773677,0.029264536003080478
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,2,MadTrainer,RedSheep_rate,cross_drone,same_rate,cross_drone_same_rate,no_thr,5,2477,24.85981011390686,2.66261325961511,20.311562655734203,0.11586596689543803
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,baseline,4,2353,23.624861001968384,1.886665917346761,7.3865853139575846,0.029324266893327667
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,baseline,5,2443,24.526942014694214,1.209545819068353,6.717719037841843,0.025378632828489563
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,baseline,6,2345,23.54997706413269,1.9203799073172263,16.240170851917608,0.1091684434968017
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,angular_scaled,4,2353,23.624861001968384,1.8869041669293551,9.163448699666494,0.009349766255843604
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,angular_scaled,5,2443,24.526942014694214,1.4753767062660472,10.1762619939236,0.044207941056078594
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,angular_scaled,6,2345,23.54997706413269,2.040611222701017,11.701446496555786,0.06695095948827293
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,no_thr,4,2353,23.624861001968384,2.454295032591247,11.92388190993892,0.0764980875478113
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,no_thr,5,2443,24.526942014694214,1.7342624984819324,13.113537701914039,0.06426524764633647
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,3,LiftOff_200,Gromozeka_rate,same_drone,cross_rate,same_drone_cross_rate,no_thr,6,2345,23.54997706413269,4.449171538705457,76.9215627967557,0.2302771855010661
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,baseline,3,2514,25.249022006988525,1.5408500263255718,8.57207073245362,0.0147175815433572
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,baseline,4,2314,23.20598602294922,1.2254127284940566,9.042134885498774,0.07519446845289542
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,baseline,5,2252,22.615839958190918,1.6922437109365518,5.453974331819152,0.004884547069271759
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,angular_scaled,3,2514,25.249022006988525,2.2504510995319222,7.552052623402061,0.0
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,angular_scaled,4,2314,23.20598602294922,1.7652974416160276,10.093936075376766,0.029386343993085567
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,angular_scaled,5,2252,22.615839958190918,1.6411175330597843,6.994179576878948,0.0017761989342806395
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,no_thr,3,2514,25.249022006988525,2.38833621788028,9.326881049544523,0.05250596658711217
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,no_thr,4,2314,23.20598602294922,2.1776806028546503,11.90963703426329,0.06611927398444252
LiftOff200_Red_1,LiftOff_200,RedSheep_rate,4,LiftOff_200,RedSheep_rate,same_drone,same_rate,same_drone_same_rate,no_thr,5,2252,22.615839958190918,1.9515759592340416,8.313945920525594,0.024422735346358793
