preset,obs_sigma,process_noise_v,drone_cond,p90_err_m,median_err_m,jump_rate,n_laps
baseline,1.0,8.0,same_drone,41.63642718873616,2.7609325980312476,0.174459721181958,6
baseline,1.5,1.0,cross_drone,96.71367301251901,6.180023177253094,0.31437754060397044,6
baseline,1.5,1.0,same_drone,53.71096308311476,2.956448940565347,0.21705151822987698,6
baseline,1.5,2.0,cross_drone,60.4020113255049,2.3190475259929078,0.21582139128925482,6
baseline,1.5,2.0,same_drone,29.1208364776875,2.397880968599941,0.11241803671002294,6
baseline,1.5,3.0,cross_drone,60.2263615769893,2.403967970514984,0.18920809161761545,6
baseline,1.5,3.0,same_drone,20.96523109015642,2.2003185577933864,0.10297640997739764,6
baseline,1.5,5.0,cross_drone,35.827687857955915,2.224900714193614,0.1627310420735677,6
baseline,1.5,5.0,same_drone,11.321373293529469,1.8786078578908592,0.05805063298146296,6
baseline,1.5,8.0,cross_drone,24.87269344060803,2.229158389577412,0.11940587172059368,6
baseline,1.5,8.0,same_drone,14.67169715343733,2.0131244054612316,0.07771082629866548,6
baseline,2.0,1.0,cross_drone,38.30322131311059,2.5738466624200877,0.18055538840423613,6
baseline,2.0,1.0,same_drone,47.33969024114975,2.650333578114528,0.17286818351456587,6
baseline,2.0,2.0,cross_drone,64.4837157523352,2.1942696362136704,0.19848348834253607,6
baseline,2.0,2.0,same_drone,18.66556100208177,1.9134077096644937,0.11624357998553485,6
baseline,2.0,3.0,cross_drone,27.048772766903436,1.7314711736613002,0.14020574132587577,6
baseline,2.0,3.0,same_drone,13.849521233861338,1.8984003769248463,0.08531841479550073,6
baseline,2.0,5.0,cross_drone,16.53821234289121,1.7592068695925775,0.10795919362303807,6
baseline,2.0,5.0,same_drone,8.827931618363927,1.7773768120381537,0.023291630300978,6
baseline,2.0,8.0,cross_drone,12.711805734247774,1.9438554923741413,0.08005735774133767,6
baseline,2.0,8.0,same_drone,6.912061302343371,1.825564069423196,0.01974233785473079,6
baseline,2.5,1.0,cross_drone,34.235991325790685,2.570160630782096,0.11313852212514065,6
baseline,2.5,1.0,same_drone,19.49481706671108,2.640454087641988,0.11305809805270761,6
baseline,2.5,2.0,cross_drone,26.91409384181786,1.9308706223450673,0.14402292044530926,6
baseline,2.5,2.0,same_drone,15.532991141396613,1.9403140548840934,0.10608259087420692,6
baseline,2.5,3.0,cross_drone,16.281262657299482,1.6126536722167397,0.10214311168155589,6
baseline,2.5,3.0,same_drone,13.307681485606588,1.6930186134339575,0.08409388528860574,6
baseline,2.5,5.0,cross_drone,14.635070078230035,1.819649665505852,0.0933992572633105,6
baseline,2.5,5.0,same_drone,10.64218408618534,1.8667350838816976,0.04137627854668887,6
baseline,2.5,8.0,cross_drone,12.39126246296994,2.01986545813623,0.07091180541199447,6
baseline,2.5,8.0,same_drone,8.835503180999636,1.92517110409619,0.01763914306442562,6
baseline,3.0,1.0,cross_drone,13.064589867559265,2.296728484087892,0.07307650451250237,6
baseline,3.0,1.0,same_drone,20.631302497650847,3.2138705071963756,0.1557188585286751,6
baseline,3.0,2.0,cross_drone,21.423727598661994,1.963302000819862,0.1262456764682842,6
baseline,3.0,2.0,same_drone,15.766530366719131,2.021992865371891,0.10795610059532884,6
baseline,3.0,3.0,cross_drone,17.452353113093686,1.680509478360521,0.11091320992078901,6
