flight_id,drone,rate,drone_cond,preset,obs_sigma,process_noise_v,lap_index,n_frames,duration_s,median_err_m,p90_err_m,jump_rate
2,MadTrainer,RedSheep_rate,same_drone,no_thr,0.5,5.0,4,2597,26.059934854507446,5.433518308491273,95.57975543081278,0.3700423565652676
2,MadTrainer,RedSheep_rate,same_drone,no_thr,0.5,5.0,5,2477,24.85981011390686,11.261784448992898,109.15779110507881,0.4557932983447719
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,5.0,4,2353,23.624861001968384,2.5193063548752264,64.45246341197291,0.19889502762430938
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,5.0,5,2443,24.526942014694214,2.155138130178237,43.515499060252445,0.17232910356119524
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,5.0,6,2345,23.54997706413269,2.5332428773123183,81.29363477814714,0.20127931769722815
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,5.0,3,2514,25.249022006988525,6.637867330900522,119.93592536097549,0.3786793953858393
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,5.0,4,2314,23.20598602294922,2.4746225334135943,92.83962006214125,0.21996542783059636
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,5.0,5,2252,22.615839958190918,6.600679240465702,135.72951745618508,0.44893428063943164
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,0.5,8.0,2,2466,24.773011922836304,2.8588934431002357,72.41245852876122,0.23438767234387672
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,0.5,8.0,3,2524,25.354163885116577,4.0238776847974265,118.59185111523902,0.34270998415213944
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,0.5,8.0,4,2443,24.53096318244934,0.4102356342506823,1.5390735877135977,0.0
2,MadTrainer,RedSheep_rate,same_drone,no_thr,0.5,8.0,3,2509,25.217001914978027,6.301878505949361,108.84802417017792,0.4172977281785572
2,MadTrainer,RedSheep_rate,same_drone,no_thr,0.5,8.0,4,2597,26.059934854507446,8.031775304685418,101.50665778867743,0.40623796688486713
2,MadTrainer,RedSheep_rate,same_drone,no_thr,0.5,8.0,5,2477,24.85981011390686,10.548002976058058,115.62434261132213,0.41945902301170773
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,8.0,4,2353,23.624861001968384,2.1606182188477305,48.478790914204524,0.13982150446238845
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,8.0,5,2443,24.526942014694214,2.2647600688796956,94.55532928694171,0.23659435120753172
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,0.5,8.0,6,2345,23.54997706413269,3.7780851274912415,111.0685312653031,0.33091684434968016
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,8.0,3,2514,25.249022006988525,10.693196563430583,122.37290132453208,0.4383452665075577
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,8.0,4,2314,23.20598602294922,2.925946406358939,96.3794516812009,0.29213483146067415
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,0.5,8.0,5,2252,22.615839958190918,4.8109616738544645,109.58874971526963,0.3836589698046181
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,1.0,2,2466,24.773011922836304,3.350590066813254,99.84606793314394,0.26277372262773724
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,1.0,3,2524,25.354163885116577,2.584801811318961,51.92419310851557,0.15847860538827258
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,1.0,4,2443,24.53096318244934,0.8296446247450149,6.712719776760254,0.014326647564469915
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,1.0,3,2509,25.217001914978027,5.53067854088124,110.55523073266453,0.29254683140693505
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,1.0,4,2597,26.059934854507446,2.6974007666047157,43.220668797852355,0.18213323065075088
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,1.0,5,2477,24.85981011390686,5.226743418710484,42.649330516152375,0.2947113443681873
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,1.0,4,2353,23.624861001968384,2.5120281416094485,57.86113152718476,0.12197195070123247
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,1.0,5,2443,24.526942014694214,1.7392695780996874,14.816486988606442,0.09946786737617683
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,1.0,6,2345,23.54997706413269,3.739785604828654,89.58801160217949,0.25202558635394456
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,1.0,3,2514,25.249022006988525,3.27481603783675,21.658061776959837,0.1328560063643596
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,1.0,4,2314,23.20598602294922,2.28593464786762,32.72052296236741,0.18625756266205704
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,1.0,5,2252,22.615839958190918,4.777034190852234,57.61342923179322,0.23712255772646537
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,2.0,2,2466,24.773011922836304,3.464014983830211,42.93759326438711,0.2818329278183293
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,2.0,3,2524,25.354163885116577,4.001405751501991,61.414872277854634,0.27694136291600635
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,2.0,4,2443,24.53096318244934,0.7263184630775186,4.705915562623261,0.011461318051575931
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,2.0,3,2509,25.217001914978027,4.839251272843768,90.68539818174895,0.27899561578318055
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,2.0,4,2597,26.059934854507446,2.58492071466803,51.38075597647329,0.17366191759722757
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,2.0,5,2477,24.85981011390686,5.663330415432597,60.583690591380176,0.2991522002422285
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,2.0,4,2353,23.624861001968384,2.539780919307475,113.97747616230824,0.17169570760730982
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,2.0,5,2443,24.526942014694214,1.576724756730961,10.853840997963898,0.06058125255832992
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,2.0,6,2345,23.54997706413269,2.693978465143843,110.34601959385442,0.24776119402985075
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,2.0,3,2514,25.249022006988525,3.4696341077118262,62.242334254942605,0.15910898965791567
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,2.0,4,2314,23.20598602294922,1.5676337405412824,21.78700363671706,0.12662057044079517
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,2.0,5,2252,22.615839958190918,2.622644324211045,46.370637339225055,0.1447602131438721
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,3.0,2,2466,24.773011922836304,2.6835486415716296,32.355784569802815,0.20965125709651258
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,3.0,3,2524,25.354163885116577,3.113449084595903,25.07439144515904,0.1901743264659271
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,3.0,4,2443,24.53096318244934,0.6686403757319326,3.8198822102173953,0.006958657388456815
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,3.0,3,2509,25.217001914978027,3.970068048743883,109.0600812387495,0.24352331606217617
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,3.0,4,2597,26.059934854507446,2.1112272928591267,30.532537987469482,0.1574894108586831
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,3.0,5,2477,24.85981011390686,4.116628497430611,39.27628699685031,0.21962050867985466
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,3.0,4,2353,23.624861001968384,2.6566255317879666,29.43503693121216,0.1529961750956226
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,3.0,5,2443,24.526942014694214,1.5558224765580562,10.688531817176097,0.058125255832992224
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,3.0,6,2345,23.54997706413269,2.7358372979304306,61.91586826115823,0.20341151385927506
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,3.0,3,2514,25.249022006988525,2.2713910084491893,10.929536929957408,0.07279236276849642
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,3.0,4,2314,23.20598602294922,1.6739077068040586,11.115899502389883,0.056179775280898875
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,3.0,5,2252,22.615839958190918,2.941013663275754,67.15793242285365,0.1958259325044405
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,5.0,2,2466,24.773011922836304,2.6068970626532764,34.684753358392584,0.24614760746147607
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,5.0,3,2524,25.354163885116577,3.4068660138152964,44.52300942257908,0.17155309033280508
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,5.0,4,2443,24.53096318244934,0.6331898841909549,2.7932459781505523,0.0
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,5.0,3,2509,25.217001914978027,6.557475807261618,110.85259875375971,0.4037465125548027
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,5.0,4,2597,26.059934854507446,2.2573533039652602,31.398899972404806,0.14978821717366192
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,5.0,5,2477,24.85981011390686,4.4715079678160095,40.24650744343759,0.21033508276140492
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,5.0,4,2353,23.624861001968384,2.4965453273531466,10.484010681750334,0.07692307692307693
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,5.0,5,2443,24.526942014694214,1.4445702657518424,6.296027964770811,0.02783462955382726
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,5.0,6,2345,23.54997706413269,3.167928227045593,76.42137478409374,0.2025586353944563
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,5.0,3,2514,25.249022006988525,2.286781136254085,22.735700367777778,0.11933174224343675
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,5.0,4,2314,23.20598602294922,1.7870300912926496,14.245570365091048,0.09593777009507347
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,5.0,5,2252,22.615839958190918,2.460909632837051,39.64149516727214,0.13898756660746003
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,8.0,2,2466,24.773011922836304,2.0339724583796723,16.988373287155703,0.10786699107866991
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,8.0,3,2524,25.354163885116577,2.497249868913592,23.118321387161203,0.13985736925515055
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.0,8.0,4,2443,24.53096318244934,0.575113247286879,2.485567946431751,0.0
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,8.0,3,2509,25.217001914978027,4.648553141524843,93.90147134190128,0.2897568752491032
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,8.0,4,2597,26.059934854507446,1.9823776466692635,80.26142845100685,0.18482864844050828
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.0,8.0,5,2477,24.85981011390686,5.026794950771645,33.32475900822966,0.19539765845781187
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,8.0,4,2353,23.624861001968384,1.878217877433542,9.089372192842056,0.05482362940926477
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,8.0,5,2443,24.526942014694214,1.41367105563657,5.741411389797864,0.024150634465820713
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.0,8.0,6,2345,23.54997706413269,2.9922032893254453,97.82851384307695,0.2187633262260128
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,8.0,3,2514,25.249022006988525,2.2270230138171456,26.404090719115732,0.1284805091487669
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,8.0,4,2314,23.20598602294922,1.7887427462536607,13.370518277555474,0.06741573033707865
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.0,8.0,5,2252,22.615839958190918,2.375265434811851,40.136075535311946,0.14875666074600355
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,1.0,2,2466,24.773011922836304,2.1695676264610313,104.3117489188072,0.19870235198702352
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,1.0,3,2524,25.354163885116577,2.9977809319555178,16.917454929159252,0.10578446909667195
1,MadTrainer,Gromozeka_rate,same_drone,no_thr,1.5,1.0,4,2443,24.53096318244934,1.3486215707002032,11.000340789722825,0.04134261154318461
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,1.0,3,2509,25.217001914978027,5.275004305338086,43.39063992743097,0.282981267437226
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,1.0,4,2597,26.059934854507446,2.364903647538455,17.26084935324593,0.1274547554871005
2,MadTrainer,RedSheep_rate,same_drone,no_thr,1.5,1.0,5,2477,24.85981011390686,3.9624503143370475,117.80034372041635,0.24384335890189746
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,1.0,4,2353,23.624861001968384,2.756577766852189,34.09856479059586,0.16872078198045048
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,1.0,5,2443,24.526942014694214,1.743886825479727,8.787944054917592,0.0
3,LiftOff_200,Gromozeka_rate,cross_drone,no_thr,1.5,1.0,6,2345,23.54997706413269,5.83058620403375,109.13123476730442,0.2886993603411514
4,LiftOff_200,RedSheep_rate,cross_drone,no_thr,1.5,1.0,3,2514,25.249022006988525,2.8668779232493335,19.044460062298878,0.12251392203659507
