session,n_frames,duration_s,n_camera_observations,n_camera_ok,n_injected,n_skipped_innovation,kf_median_err_m,kf_mean_err_m,kf_p90_err_m,kf_jump_rate_15m,kf_max_err_m,camkf_median_err_m,camkf_mean_err_m,camkf_p90_err_m,camkf_jump_rate_15m,camkf_max_err_m,delta_p90_m,improvement_pct,inject_rate_hz,median_inject_period_s,mean_inject_period_s,max_inject_gap_s,burstiness,watchdog_timeout_count,watchdog_timeout_duration_s
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,15248,153.25185894966125,4606,30,28,15,1.9759535158547683,3.6289426357167405,6.2167348861022464,0.04918677859391395,41.522592358305765,2.066793959937657,3.7859940139143746,6.401262161122485,0.05141657922350472,41.522592358305765,0.1845272750202387,-0.029682345861773294,0.18270577722125497,1.7650468349456787,4.252605526535599,13.981458187103271,2.409344297465329,0,0.0
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,12554,126.08177995681763,3787,30,27,14,2.574034439356864,3.899640635259633,6.461763349989379,0.034172375338537515,41.633599776413256,2.726148471086476,4.1218735645353854,7.30720971505771,0.034331687111677556,41.633599776413256,0.845446365068331,-0.1308383361129622,0.21414672293845602,2.536730647087097,4.192036885481614,12.816474914550781,1.6525352781523293,0,0.0
2026-05-08_pilot-Gromozeka_drone-MadTrainer_track-track-002_session-001,10721,107.74298810958862,3239,13,12,8,1.654786321184717,3.167682125241236,4.679007569423689,0.04113422255386624,41.58987675707784,1.7361249727310089,3.2338223811064037,4.584405405273519,0.04113422255386624,41.58987675707784,-0.09460216415016998,0.020218425113986742,0.1113761573773547,4.414155006408691,7.885564088821411,24.227011919021606,1.786426638251886,0,0.0
2026-05-08_pilot-Gromozeka_drone-MadTrainer_track-track-002_session-002,13422,134.80227994918823,4050,20,19,13,2.2928203411124746,3.874733257731335,6.6245425714643895,0.04202056325435852,41.53205030054602,2.3508733267166178,3.7209294735358074,5.915770952222375,0.043212635970794215,41.53205030054602,-0.7087716192420146,0.10699178269230096,0.14094717097634976,1.1499054431915283,6.420301053259108,27.592898845672607,5.58332956094177,0,0.0
2026-05-09_pilot-Gromozeka_drone-MadTrainer_track-track-002_session-003,38252,384.437490940094,11488,77,64,87,3.95885981354008,6.4559020496309625,14.836288286040656,0.09680539579629824,56.040683687308714,3.699973858545711,6.219050638077002,15.034672249927281,0.10080518665690683,56.04053646892156,0.19838396388662538,-0.013371536064939049,0.1664769995337759,2.648888111114502,5.769811092861115,38.853456020355225,2.178201136035718,0,0.0
2026-05-09_pilot-Gromozeka_drone-MadTrainer_track-track-002_session-004,39128,393.14992594718933,11802,76,70,39,2.7783088013622175,4.359987602393521,9.542952363701826,0.0381312615007156,41.29093026218717,2.812000806874645,4.348295611462164,9.148804484915399,0.03976691883050501,40.40864338274944,-0.394147878786427,0.041302509303686,0.1780491242147732,2.24225115776062,5.499299578044726,29.46208882331848,2.4525796581757517,0,0.0
