session,ts_wall,frame_idx,event,gate_id,sigma_cam,sigma_eff,innovation_xz,obs_x,obs_y,obs_z,pre_x,pre_z,pre_sigma,post_x,post_z,post_sigma,dx,dz,reason
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.0518744,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,17.006763528753105,39.29683303833008,1.2565312385559082,41.70177459716797,56.11546861269278,39.17917610757275,7.398212383763151,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.0618794,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.934598136234445,39.29683303833008,1.2565312385559082,41.70177459716797,56.061963416512,39.3120010852391,7.395491990047242,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.0718873,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.862950912171407,39.29683303833008,1.2565312385559082,41.70177459716797,56.00731733811941,39.43929190490337,7.393285889145503,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.0818923,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.793095713649713,39.29683303833008,1.2565312385559082,41.70177459716797,55.95281186940575,39.56017873740371,7.388068158816328,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.0918922,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.715144926724452,39.29683303833008,1.2565312385559082,41.70177459716797,55.89061301156386,39.691168688167465,7.3887085466858755,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.1018972,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.6415869237272,39.29683303833008,1.2565312385559082,41.70177459716797,55.83061367277155,39.810607425251035,7.389009446256469,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.1119013,1769,skipped_innovation,"[9, 11]",2.4544896263507696,,16.56405378410471,39.29683303833008,1.2565312385559082,41.70177459716797,55.76600822222701,39.93142250652972,7.389327572190005,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.2437832,1775,injected,"[9, 11]",2.154532563090168,4.0,12.811781750861252,47.288414001464844,0.8057047724723816,30.86930274963379,54.683106970752895,41.33162885436133,7.351866501580621,49.35277924240813,39.73722045480541,5.7809267001868285,-5.330327728344763,-1.5944083995559168,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254682.4048524,1780,injected,"[11, 9]",1.8942675674739284,4.0,7.35768329553378,45.72957229614258,0.2312626838684082,31.75139617919922,49.4887978535993,38.076246113034884,7.013581931158095,50.84701479022936,33.63592187112273,3.098890817379283,1.3582169366300576,-4.440324241912151,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254690.4651482,2021,injected,"[9, 10]",1.526878509448101,4.0,3.8233936761631306,34.175960540771484,2.492788553237915,22.817686080932617,33.79867406818117,19.01295296013103,8.664076619369066,35.26132874154871,22.748180527754464,2.728166192671469,1.4626546733675383,3.7352275676234328,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254693.2524533,2105,injected,"[12, 21]",2.0881093799234702,4.0,5.317833002938238,20.794652938842773,0.9989235401153564,32.262596130371094,20.24499928694118,37.55194663020473,15.113063688397787,23.48949963275495,41.620716069473325,8.73750908171925,3.244500345813769,4.068769439268593,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254693.2830012,2106,injected,"[13, 11]",1.802964290581778,4.0,9.282874554416791,22.622085571289062,0.974714457988739,32.803836822509766,24.297839168569954,41.934204278107536,8.846600149871318,20.59783649305914,38.48687988734196,7.512322996267309,-3.700002675510813,-3.447324390765573,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254696.1932814,2193,injected,"[0, 21]",2.9725676834995145,4.458851525249272,6.286451740731866,15.596429824829102,3.5305325984954834,20.7447509765625,10.628730715969471,24.59721006815399,7.497162442275051,10.92410201560517,24.468221060665712,3.110231116663427,0.29537129963569875,-0.12898900748827913,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254696.2333002,2194,injected,"[0, 21]",2.984030129677693,4.47604519451654,6.444566519261262,15.670270919799805,3.4084744453430176,20.743074417114258,10.544744417078638,24.649660611105904,3.1491188058915607,10.875336171266852,24.483730483200077,2.985958997625656,0.3305917541882142,-0.16593012790582762,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254707.9479742,2546,injected,"[7, 13]",2.7205357786756035,4.080803668013405,10.74511948043949,45.33051681518555,4.340312480926514,38.94437026977539,56.07001073350413,39.292023872257,9.522012422962739,49.89573526263997,41.38748748051766,3.246767063122883,-6.17427547086416,2.0954636082606655,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254717.2302563,2824,injected,"[21, 13]",2.2649324158748145,4.0,13.11489542610564,27.496545791625977,0.6600878834724426,31.83063507080078,24.122103383437913,19.157292162494837,9.676785143755708,20.476662851123233,27.14940064183911,9.194310058030105,-3.64544053231468,7.9921084793442745,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254718.7853203,2871,injected,"[12, 17]",2.371058223576883,4.0,12.811483007878145,20.35680389404297,2.6512451171875,29.377544403076172,23.739101763134645,41.734492164796634,14.63550232271262,20.516284894318247,38.297168156940465,8.235807508816482,-3.2228168688163983,-3.4373240078561693,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254718.9272842,2875,injected,"[9, 11]",2.8500706598083996,4.2751059897126,10.405075352748852,27.25737953186035,2.4221785068511963,31.958742141723633,24.15525010888485,41.890629481977314,9.59716246100096,19.752190660759446,34.80562258118672,5.853688034053477,-4.403059448125404,-7.085006900790596,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254732.8287423,3292,injected,"[4, 12]",2.076631570211397,4.0,5.505171439477363,45.83921432495117,0.3404056429862976,27.422191619873047,51.34321350482279,27.30858877655567,10.841185040829556,51.311506432516495,27.14115490993772,3.558679323722449,-0.03170707230629688,-0.16743386661795157,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254732.9187694,3295,injected,"[12, 4]",1.3958992497885019,4.0,6.170772979765444,46.204986572265625,-0.17000722885131836,29.607032775878906,50.92708825833072,25.634603439280898,3.67133211842793,51.396825714052326,27.6256355233375,2.7161683798854246,0.4697374557216065,1.9910320840566023,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254734.6838162,3348,injected,"[12, 11]",1.677255609765897,4.0,11.47872228598741,43.88212966918945,2.4367635250091553,29.01907730102539,37.516782989977095,19.466934767946007,7.03592667492787,39.20180677755966,25.090522918953443,5.884751312666609,1.6850237875825655,5.623588151007436,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254743.4988933,3612,injected,"[10, 21]",1.514360945456016,4.0,4.8039646230448705,24.256147384643555,3.8913238048553467,35.05450439453125,20.34070367223895,37.837915365706344,14.275621528002274,25.328566689192513,42.083009697631105,7.021388520258342,4.987863016953565,4.245094331924761,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254743.8191934,3622,injected,"[21, 19]",2.1062288507748,4.0,4.3508384494371795,18.546297073364258,2.2894413471221924,35.177860260009766,20.339376962666304,39.14203226986018,6.506000015255244,21.184965569389856,39.282453599991754,6.388387256101337,0.8455886067235525,0.14042133013157354,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254746.5613494,3704,injected,"[12, 19]",2.0893869434318653,4.0,8.55397427923465,14.944772720336914,1.09861159324646,32.54930114746094,11.941541561531853,24.53986430230195,6.550473868866371,12.885502899553607,25.315867056581894,3.7731255627391596,0.9439613380217544,0.7760027542799435,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254754.7166064,3949,injected,"[12, 11]",2.5412951723852495,4.0,14.087282760341727,43.027008056640625,4.544439792633057,26.509305953979492,55.218035492532124,19.450241878114902,9.261132448967913,56.2539269480885,38.79335874319103,20.70012228327736,1.0358914555563743,19.343116865076126,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-001,1778254758.9148004,4075,injected,"[10, 9]",2.484793342424661,4.0,14.131490983581866,44.81315612792969,2.7536447048187256,30.111711502075195,37.324216843305635,18.12777117302356,11.094551700550982,38.63105540694777,23.032864652128858,8.45359741855677,1.3068385636421382,4.905093479105297,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.1967921,237,injected,"[3, 9]",2.0842662817252258,4.0,5.831343599619894,56.993003845214844,3.3160109519958496,16.74039077758789,55.507587808967486,22.379371835907477,11.296260726380607,54.952375985523354,16.71875832531451,5.031443351728265,-0.5552118234441323,-5.660613510592967,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2474492,238,skipped_innovation,"[12, 11]",2.4482958558781482,,18.484991962921242,51.63716506958008,2.61344313621521,35.65651321411133,55.026937474124146,17.484986835882818,4.811437242761915,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2574542,238,skipped_innovation,"[12, 11]",2.4482958558781482,,18.34530027984183,51.63716506958008,2.61344313621521,35.65651321411133,55.04105619670708,17.629767319407236,4.771783671004852,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2674563,238,skipped_innovation,"[12, 11]",2.4482958558781482,,18.20290666969458,51.63716506958008,2.61344313621521,35.65651321411133,55.055459897465894,17.777445237976202,4.7382128612138334,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2774603,238,skipped_innovation,"[12, 11]",2.4482958558781482,,18.068244554495973,51.63716506958008,2.61344313621521,35.65651321411133,55.06909096642973,17.917196825941062,4.7044125480455605,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2874663,238,skipped_innovation,"[12, 11]",2.4482958558781482,,17.937010419827107,51.63716506958008,2.61344313621521,35.65651321411133,55.082379770746016,18.053478292148117,4.666284889623155,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255567.2984061,238,skipped_innovation,"[12, 11]",2.4482958558781482,,17.799080241145962,51.63716506958008,2.61344313621521,35.65651321411133,55.096342442169046,18.196806763666032,4.639835673477249,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255572.0147822,381,injected,"[10, 11]",1.7641155926266068,4.0,13.084252634218606,33.31902313232422,1.7694343328475952,32.71308517456055,37.7937117967983,20.41776784022209,11.804254300340295,39.31252841293526,31.05660773052307,3.6458676927435136,1.5188166161369594,10.638839890300979,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255579.4280953,604,injected,"[7, 10]",1.8376730772471168,4.0,12.754910816471504,28.819374084472656,1.1776127815246582,36.17764663696289,20.67597306389276,26.360683269701095,11.617033561131938,24.437432622340477,41.97217488689502,4.774532857522748,3.7614595584477186,15.611491617193924,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255580.3901482,633,injected,"[12, 13]",2.028176720105801,4.0,7.857576949188814,21.86361312866211,5.613009929656982,31.494361877441406,21.568366174575736,39.3463899433952,8.859991919560347,25.201469045811724,40.286983655110305,6.951081004316054,3.6331028712359874,0.9405937117151026,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255581.2010372,658,injected,"[17, 21]",2.379906584920967,4.0,8.158170625164471,16.64190673828125,6.103463649749756,40.77301788330078,10.19505295182537,35.77363550091034,4.59607529412368,13.109024676100338,37.5416490320547,4.01644770318825,2.913971724274969,1.768013531144362,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255593.497383,1026,injected,"[7, 10]",2.431098572831941,4.0,12.151584363544348,44.312564849853516,4.737899303436279,40.45835494995117,56.318876853781575,38.58499577225233,9.8270502594786,49.946055271131364,41.45492324872915,2.7573685358656546,-6.372821582650211,2.869927476476825,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255593.5274081,1027,injected,"[7, 13]",2.7449636962579445,4.117445544386917,3.3942610956328365,46.61585235595703,3.311636209487915,39.574913024902344,49.681238204713004,41.03245135495519,2.7830329477411,49.44596293854132,40.382058704470936,1.5630412251547756,-0.23527526617168348,-0.6503926504842568,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255596.3196392,1111,injected,"[11, 12]",1.6189841368301656,4.0,10.239365006580309,43.20099639892578,3.3617608547210693,28.362333297729492,37.60601529680012,19.78674106133916,11.163995272330938,39.235075137728984,25.230411258903878,5.299365416285357,1.6290598409288606,5.4436701975647175,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255602.8539283,1307,injected,"[13, 12]",1.9085098415500532,4.0,1.46124804893755,26.01949691772461,4.465592384338379,16.6175594329834,27.447695213906602,16.308535991628784,9.102627747497484,26.537417138318116,16.81307714207397,2.7475548490733486,-0.9102780755884865,0.5045411504451849,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255604.6480553,1360,injected,"[10, 9]",1.4114247457597995,4.0,6.9083550722882805,24.63079071044922,4.45328950881958,33.92387008666992,25.905093625378772,40.71368023761032,11.536940921506359,25.618524988441603,42.054676951748576,6.860874398563139,-0.2865686369371687,1.3409967141382566,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255605.4599283,1384,injected,"[19, 21]",2.9869795793241867,4.48046936898628,9.814523076684123,18.713939666748047,2.835476875305176,36.41551208496094,9.168990856102669,34.131039405123296,5.95539889378984,10.087879400514982,35.65800867386624,5.398905523278996,0.9188885444123134,1.5269692687429455,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255618.2764032,1769,injected,"[11, 9]",2.049414193812602,4.0,9.71939157103169,45.02284622192383,0.40388166904449463,31.2872257232666,49.3748621987559,39.9778257858883,10.435984763237407,50.87643461546389,33.543559735985795,3.343004816023883,1.5015724167079938,-6.434266049902504,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255620.8186803,1846,injected,"[13, 12]",1.3539289366785967,4.0,5.862220074867195,33.93259811401367,1.4865658283233643,26.06783103942871,38.38530375690746,22.254822166646253,8.901036220869614,39.22141905524225,25.17298953148563,2.8939100594925184,0.8361152983347893,2.918167364839377,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255629.3879163,2103,injected,"[13, 11]",1.955511185039017,4.0,4.925145478492609,20.680133819580078,6.6288676261901855,34.65231704711914,19.98130962838603,29.777001392300658,13.186115324679742,21.541397302433975,40.056806550052755,7.006618597283507,1.5600876740479457,10.279805157752097,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255629.9090643,2118,injected,"[17, 21]",1.8190528286682075,4.0,12.643455771372794,7.866690635681152,1.0498721599578857,34.027095794677734,19.491678973337972,38.998677031266645,9.62558423000755,9.86882161530953,35.3965433053641,2.9405931801574314,-9.622857358028442,-3.602133725902547,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255641.5093613,2467,injected,"[12, 3]",2.6527975952630984,4.0,8.011763114842697,54.958499908447266,3.9841136932373047,14.82370376586914,55.55155434039564,22.813486907425634,8.582646431263411,54.902070596866636,16.197874757901626,4.261459099369368,-0.6494837435290037,-6.615612149524008,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255645.7953932,2595,injected,"[10, 12]",1.2707516415076228,4.0,5.9877870962269695,33.25960159301758,-0.40362122654914856,25.167695999145508,38.26368860536468,21.879427840585247,11.33490940884286,39.21943035777955,25.164627364390377,3.1845135684529433,0.9557417524148732,3.2851995238051295,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255645.8454113,2596,injected,"[10, 12]",1.2970267279184498,4.0,6.025083682738343,33.311012268066406,-0.3537190556526184,25.165184020996094,39.32003365774131,25.604837660159124,3.136068495708701,39.14270523364871,24.850273608189177,2.8304276275729108,-0.1773284240926003,-0.7545640519699468,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255645.8554173,2597,injected,"[13, 12]",1.2425896948990451,4.0,5.02173810015052,34.201473236083984,2.1909573078155518,25.69921875,39.166149899997635,24.944341826724038,2.8067277538695525,39.136325133201375,24.824778437731556,2.869888787701185,-0.029824766796259894,-0.11956338899248209,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255645.9054453,2598,injected,"[13, 12]",2.682848473846238,4.024272710769357,4.976600860454715,34.319541931152344,2.0794694423675537,25.964746475219727,39.25195964637308,25.303073136739737,2.7599590708947397,39.22390023353318,25.183422504751277,2.789678130465592,-0.028059412839901654,-0.11965063198845982,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255651.27378,2759,injected,"[3, 7]",2.4984279087968013,4.0,3.0099706907936685,35.5260009765625,3.5040717124938965,20.008529663085938,33.18326616356159,18.118683861071787,8.016836365199381,34.559846559882175,20.550606188232475,2.7856306497881205,1.376580396320584,2.431922327160688,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2109182,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.55322686321936,25.298206329345703,-0.14520053565502167,41.57401657104492,26.21946513229838,17.038079017841476,6.20197326352007,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2209232,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.467889895609094,25.298206329345703,-0.14520053565502167,41.57401657104492,26.112072073867928,17.119666068658997,6.241616196037077,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2309282,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.380645280047236,25.298206329345703,-0.14520053565502167,41.57401657104492,26.005237847541224,17.203625300001125,6.276521516591506,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2409332,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.30033843337369,25.298206329345703,-0.14520053565502167,41.57401657104492,25.909270765366273,17.281362367942098,6.313426275457372,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2509413,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.21136192185926,25.298206329345703,-0.14520053565502167,41.57401657104492,25.805989354920023,17.367980081974782,6.346324332971272,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2615511,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.116434237523904,25.298206329345703,-0.14520053565502167,41.57401657104492,25.698407738728164,17.46090314360168,6.391085551356322,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2716382,2787,skipped_innovation,"[19, 21]",2.573358284988878,,24.032837354899062,25.298206329345703,-0.14520053565502167,41.57401657104492,25.60586486685656,17.54314855610779,6.4287333595171035,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255652.2816381,2787,skipped_innovation,"[19, 21]",2.573358284988878,,23.943019109110633,25.298206329345703,-0.14520053565502167,41.57401657104492,25.50839224671153,17.631920047570247,6.4666238337514494,,,,,,innovation_xz_gate
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255653.8049643,2835,injected,"[13, 11]",2.5618301480602894,4.0,5.847141434616945,25.54439926147461,0.4035646915435791,30.374982833862305,19.79578126271538,31.443839260495807,12.46293662422401,19.808129546266812,31.295263605044095,6.692566294836524,0.01234828355143236,-0.1485756554517117,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255665.3613143,3183,injected,"[13, 7]",2.7953305802618553,4.192995870392783,10.424073272796596,45.686161041259766,3.8801043033599854,38.54400634765625,56.086169484663735,39.25191027740838,7.514158785067744,50.6671416548274,42.081908142638014,3.326786382094087,-5.419027829836338,2.829997865229636,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255667.3413942,3242,injected,"[10, 9]",2.6479391358658155,4.0,12.711515931313595,47.51921463012695,10.712835311889648,27.821184158325195,41.90694490194197,16.41570013658645,8.45459663029609,48.63430657538301,21.126567479315,6.377677439849559,6.727361673441038,4.710867342728548,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255667.40142,3243,injected,"[10, 9]",2.8860344576060464,4.32905168640907,7.48028092341596,47.3607063293457,10.892024993896484,28.235702514648438,48.410807397732405,20.82949630367957,6.340344085159046,49.82684822868079,23.021673929617286,4.939138775404166,1.4160408309483827,2.192177625937717,
2026-05-08_pilot-Gromozeka_drone-LiftOff_200_track-track-002_session-002,1778255676.1287992,3505,injected,"[21, 9]",1.7747708253832366,4.0,5.8377635666258305,24.50616455078125,0.34498366713523865,35.07060623168945,25.928689131025425,40.73239987667733,14.928098052129021,23.05260771470742,39.61432266225721,4.623911227447906,-2.876081416318005,-1.1180772144201185,
