condition,sigma_cam,T_update,n_records,mean_p90,median_p90,std_p90,mean_median_err,mean_jump,baseline_p90,improvement_pct
cross_drone,0.5,0.2,30,1.3068054220412384,1.2631418173323863,0.16248888868817762,0.4338751273572197,0.0006726167378088216,6.491605063580049,79.8693018253247
cross_drone,0.5,0.5,30,2.278960546131972,2.1966217767734544,0.3972480262775632,0.6711456665939596,0.005738897583345206,6.491605063580049,64.89372776360565
cross_drone,1.0,0.01,30,0.7481976265981175,0.7310226749724649,0.07139522871680958,0.2730431564997731,0.0,6.491605063580049,88.47438161640882
cross_drone,1.0,0.05,30,1.185534853795702,1.1590087187594929,0.14764897847888117,0.43133281537765616,5.1739749062217046e-05,6.491605063580049,81.73741559777064
cross_drone,1.0,0.1,30,2.7120218922404686,1.4890317255238106,6.520529477032209,0.5380341857493439,0.010488390264057046,6.491605063580049,58.22262960117881
cross_drone,1.0,0.2,30,1.9279520450548344,1.8898530978263803,0.2404351558915192,0.6499368062939912,0.002703401888500841,6.491605063580049,70.3008419925104
cross_drone,1.0,0.5,30,2.9437898953445774,2.6913304680695562,0.6477385793247704,0.8896407051022156,0.007258207049303126,6.491605063580049,54.652356905379726
cross_drone,2.0,0.01,30,1.134798413591514,1.1051462628047775,0.10417676640064262,0.4137414950311731,0.0,6.491605063580049,82.51898563641693
cross_drone,2.0,0.05,30,1.8727108434235693,1.790711002481016,0.3419419011924911,0.6585119932558005,0.0038583054308650696,6.491605063580049,71.15180567699555
cross_drone,2.0,0.1,30,2.3254364105575664,2.306341419296018,0.2957284916932468,0.7969505758780783,0.003466563187168542,6.491605063580049,64.17778981035063
cross_drone,2.0,0.2,30,2.8124274753879543,2.701391996757854,0.46904036539641936,0.9250926255745375,0.0046695123528650885,6.491605063580049,56.67593071601722
cross_drone,2.0,0.5,30,3.871017846928813,3.6776996643718016,0.9284373008960094,1.157766655047525,0.008647236191172676,6.491605063580049,40.36886395559638
same_drone,0.1,0.01,75,26.692906980914405,0.36508424751820584,45.27649533711578,2.9195259721022757,0.10138722773615953,12.357658780820094,-116.00294565782612
same_drone,0.1,0.05,75,17.52847040943893,0.43117104940098727,39.43158333051593,7.00496100568066,0.09521900450570674,12.357658780820094,-41.84297139393654
same_drone,0.1,0.1,75,10.897555146491204,0.5541867811689772,29.62608823719101,1.6406520420470456,0.04604459454087752,12.357658780820094,11.815374256773204
same_drone,0.1,0.2,75,1.1806543854765914,0.9144978689988363,1.0435067902099766,0.2733886208760673,0.004499347311810759,12.357658780820094,90.44597033777106
same_drone,0.1,0.5,75,2.7468378607956505,2.450296238011899,1.0586877010625084,0.6044058911211693,0.009594983950428827,12.357658780820094,77.77218234040475
same_drone,0.3,0.01,75,16.224880895760954,0.44606066738523964,37.0523201259379,1.296548238552508,0.06122038005748763,12.357658780820094,-31.294132517585325
same_drone,0.3,0.05,75,2.9391149685319693,0.5929997343602935,13.864565571121233,0.22226626453230908,0.01156981834315874,12.357658780820094,76.21624758652771
same_drone,0.3,0.1,75,11.02679252517793,0.7699581621661193,29.583036901087404,1.2086238646146117,0.04166356831733066,12.357658780820094,10.769566300922284
same_drone,0.3,0.2,75,1.463449859419904,1.123146785790408,1.0987621158073086,0.36388308842299416,0.0038419187856393133,12.357658780820094,88.1575475955747
same_drone,0.3,0.5,75,2.845925351212443,2.470966610871758,1.2599955826770424,0.6801241124643804,0.00853986427384505,12.357658780820094,76.970351733376
same_drone,0.5,0.01,75,4.406100325230669,0.5300100093456095,16.206202791878468,1.221224682599901,0.020709584853885254,12.357658780820094,64.3451854159525
same_drone,0.5,0.05,75,7.477481166766449,0.7840893411593584,24.942950382927624,0.29817378993435595,0.026134898340608337,12.357658780820094,39.491118023326585
same_drone,0.5,0.1,75,1.4071228084583611,1.0069154760852714,1.331238973228887,0.3589857730536235,0.004999486417202432,12.357658780820094,88.61335441109355
same_drone,0.5,0.2,75,1.7533469385719207,1.42659409971739,1.0561131012946219,0.47499099586338256,0.0038193995359532295,12.357658780820094,85.81165761516874
same_drone,0.5,0.5,75,2.927038896460984,2.6530807035881594,1.0399915681791314,0.7578233086020825,0.006686369675148486,12.357658780820094,76.31396894528321
same_drone,1.0,0.01,75,5.001444843734905,0.7593878635038892,18.188115583187226,1.2992488920384229,0.01952774705532998,12.357658780820094,59.527569643713754
same_drone,1.0,0.05,75,1.6877601132862696,1.2349780531213435,1.4090791316616555,0.4371051072977723,0.0037194720461785616,12.357658780820094,86.34239589212655
same_drone,1.0,0.1,75,1.9711452745907578,1.5967154214191837,1.2096307737498972,0.5608827441531526,0.0037027042094209275,12.357658780820094,84.04920131271058
same_drone,1.0,0.2,75,2.5211897313128504,2.0514567273202715,1.2981426269178284,0.7198160127838458,0.004403569718790753,12.357658780820094,79.5981603309366
same_drone,1.0,0.5,75,3.333119893791785,3.0026345544423436,1.1671051448596415,0.966211429860499,0.006421097549943979,12.357658780820094,73.02790153936756
same_drone,2.0,0.01,75,3.094268365822991,1.2055426622093925,10.7598540645038,0.4304395958031576,0.007433599318131332,12.357658780820094,74.96072338050391
same_drone,2.0,0.05,75,2.3075412368575403,1.9290189567698606,1.1518718420180518,0.6896566983338062,0.004262553354062859,12.357658780820094,81.32703550255815
same_drone,2.0,0.1,75,2.779300793678098,2.3929835035428364,1.1705086419125434,0.8506351042646585,0.003405091223379851,12.357658780820094,77.50948749295654
same_drone,2.0,0.2,75,3.2515281048938847,2.8657929237898947,1.1311946622467217,1.0072585569580161,0.003555136632439894,12.357658780820094,73.68815434570445
same_drone,2.0,0.5,75,4.069884589470266,3.7231812324831406,1.1828813853053584,1.2189849370702357,0.005790025409315605,12.357658780820094,67.065892806597
